step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
591,PAYMENT,2974.0570983048506,M100040,43597.51772235212,41431.13554766104,C200040,186895.00093415333,189791.72896871425,0,0
173,TRANSFER,859.1991745116447,C100041,111948.92594622572,110224.77381712086,C200041,91998.18689839025,93096.49391284017,0,0
182,DEBIT,1850.0981664964384,C100042,181567.02629503218,180177.21622821872,C200042,33141.674153352826,34872.28158436721,0,0
124,PAYMENT,22848.771795955516,C100043,179488.075507465,156892.85983783286,C200043,106446.26618076068,129693.27241430161,0,0
6,DEBIT,119.01394816958107,C100044,95429.07768383759,94533.88573520652,C200044,41851.97073578575,41816.53245902077,0,0
370,DEBIT,1103.5415156699669,C100045,187133.79306899593,185915.61646578118,C200045,83659.2433590416,85115.38574080057,0,0
13,PAYMENT,8792.328666532128,C100046,113414.40473580902,104198.41945716107,C200046,157460.0367756557,165988.62420651485,0,0
433,CASH_IN,3655.1371629160635,C100047,90635.06258097173,87350.35470816241,C200047,41327.86514801887,45090.887227896106,0,0
309,TRANSFER,141.6372934236085,C100048,183643.42913272214,183401.74620808542,M200048,164769.10365752547,164963.9088731782,0,0
137,DEBIT,47.31442365010781,C100049,17931.66459901698,17466.734890556465,C200049,56318.70066314919,56043.86754018146,0,0
269,CASH_OUT,8121.224906962904,C100050,11187.393670674828,3094.7258725792517,M200050,129446.5921305513,137643.06049242738,0,0
12,CASH_OUT,2538.259928926376,M100051,71756.25910568718,68756.34214522527,C200051,78093.77207394812,80683.02089667697,0,0
107,PAYMENT,15487.463586861202,M100052,196456.30631032752,180706.7940919925,C200052,132511.1701975757,147387.0280307491,0,0
351,CASH_OUT,3648.7171114628113,C100053,34818.16339953825,30813.39852146254,C200053,102736.91385592325,106502.78761686626,0,0
58,TRANSFER,25501.67911534044,C100054,130811.7525422,105345.41463438429,M200054,173473.46736286583,198917.64507657633,0,0
542,DEBIT,2301.5834824859235,C100055,157227.92202987225,155465.93147970116,C200055,77644.75011431074,80121.30381286218,0,0
191,CASH_OUT,1229.0453580659887,C100056,138820.48928776948,138140.80835732745,M200056,181291.79074236352,182867.7491208014,0,0
683,CASH_OUT,625.230829996053,C100057,9804.515030274686,9553.630501898786,C200057,98274.17080731837,98367.8001120576,0,0
127,TRANSFER,4487.422395059232,C100058,15768.47141820119,11107.202473710893,C200058,128292.56853187527,132918.02012773053,0,0
465,PAYMENT,7939.2829195702825,C100059,117730.86835619168,110359.6530819086,M200059,51045.647507062444,58747.783320401446,0,0
383,TRANSFER,10717.550799003462,C100060,80395.27905850168,69364.95373746556,M200060,166964.79559510874,177736.83064099553,0,0
682,PAYMENT,18805.425091149078,C100061,35581.8250263481,16224.454593768613,C200061,13800.462249492273,32451.347800743864,0,0
460,PAYMENT,3335.392100216054,C100062,142476.37386967786,139092.6169364424,C200062,19914.64215057459,23211.22525508147,0,0
643,CASH_OUT,3166.38346717738,C100063,35924.987887819174,32145.08099917252,C200063,142358.80468719525,145599.51161453268,0,0
345,PAYMENT,4737.247220196973,C100064,179259.80584202876,174019.69941678905,M200064,58627.81382220157,63702.101485205654,0,0
163,TRANSFER,1396.1592469117074,C100065,146654.64190560387,144213.05392066756,C200065,62442.57470446448,63292.26897829607,0,0
141,PAYMENT,324.93966777718765,C100066,46291.225204917755,46307.84906558651,C200066,38502.62856794857,38918.57059778257,0,0
644,TRANSFER,4862.069745135263,C100067,13183.495214217111,8763.251555873276,C200067,64154.17821380676,68726.59809296351,0,0
151,CASH_OUT,2371.6677839036,C100068,52354.45372597178,50303.65825917438,C200068,135556.14883394304,138520.3873689221,0,0
543,TRANSFER,11482.809235974788,C100069,84709.62029884399,73513.91667784788,C200069,47391.01372773806,59121.27066792278,0,0
392,DEBIT,3286.0749488665383,C100070,5790.272301333644,1939.6662094744815,C200070,169745.8145182569,172586.44714064855,0,0
207,TRANSFER,16953.259870372414,C100071,68146.46071420556,51567.27352713067,C200071,62813.80063702617,79353.70221292654,0,0
306,TRANSFER,7019.625609053568,C100072,193558.5755186717,186832.48841543766,C200072,105800.63776546433,113189.79438535837,0,0
593,CASH_OUT,910.4339869379033,M100073,159125.12082751887,157847.00267172963,C200073,151944.18405323423,152077.18455919638,0,0
337,TRANSFER,1033.1502125036302,C100074,12670.54502522833,11576.725397896005,C200074,149747.17990197078,150769.37009725836,0,0
643,TRANSFER,11373.648342210947,C100075,196743.92245040328,185542.6582983143,C200075,99782.56104717203,111344.918196449,0,0
703,TRANSFER,25011.84677209598,C100076,14104.016034152677,-10434.4733775755,C200076,188335.00608395244,213231.90778330318,0,1
223,TRANSFER,7037.986192810786,C100077,179805.95022348542,172449.9074351449,M200077,188449.05814186533,195744.70048397663,0,0
391,DEBIT,5278.130644142421,C100078,193478.82216720274,188099.96107774958,C200078,101223.3030642604,106251.73681802259,0,0
392,CASH_OUT,268.2266441999411,C100079,37804.803724480626,37303.392889493785,C200079,53897.13059230197,54488.69865401987,0,0
404,TRANSFER,3241.006723881704,C100080,5693.837664421974,2877.330810231591,C200080,137269.94251121487,140322.24169834386,0,0
54,CASH_OUT,1745.287558794409,C100081,49311.3097814905,47787.921059944136,C200081,80182.3655711535,82128.69281701559,0,0
275,CASH_OUT,15264.708172949571,C100082,139565.39187619343,123980.99230188076,M200082,79266.34294289687,94202.39299101001,0,0
434,TRANSFER,21678.786194230943,C100083,195489.76717249842,174207.90196141117,C200083,128100.3821069046,149691.3929652453,0,0
683,PAYMENT,16274.583100640662,C100084,164852.99006722393,149496.2148331913,C200084,88460.33397229001,105154.54999084814,0,0
177,CASH_OUT,5376.853506789143,C100085,176389.21759705385,171359.57207287036,C200085,65599.14756478042,70778.9458444295,0,0
479,CASH_OUT,3075.5840613420023,C100086,72235.05902391957,69284.13170073688,C200086,151865.01671542815,154470.71843994086,0,0
569,CASH_OUT,189.47629953370873,C100087,5239.25340331397,5595.088963004612,C200087,167619.63209335686,167406.1473131674,0,0
687,DEBIT,896.1143769591416,C100088,182426.88411453558,182136.81131954963,C200088,32868.66260351822,33400.42666669478,0,0
130,TRANSFER,3054.532384242853,C100089,135346.5558508372,132471.5567226026,C200089,35376.32827551338,38676.099634579594,0,0
502,CASH_OUT,16469.439897751872,C100090,64063.37062443914,47370.910403571615,C200090,127010.14049662086,144144.88771857086,0,0
233,CASH_OUT,14510.803191093944,C100091,148924.1350003639,134126.7757455608,C200091,104739.06266397903,119241.42568668643,0,0
327,TRANSFER,5373.705918784485,C100092,126614.6691383119,120884.55474424796,C200092,46002.08229920746,50365.79764340384,0,0
11,PAYMENT,7239.890242632075,C100093,3425.146971392201,-4062.17920744164,C200093,196211.16401288522,203144.86018459144,0,0
537,CASH_OUT,4320.645880147373,C100094,160337.8429175485,155750.90825602278,C200094,29376.06393501653,33762.64649287865,0,0
25,TRANSFER,16900.623829504893,C100095,57886.35438211103,40196.88612623902,C200095,22176.453273181807,38626.4873215303,0,0
278,CASH_OUT,1633.8896085024821,C100096,7130.454596756764,5800.867792463061,C200096,25588.23800083876,27435.487972673935,0,0
370,DEBIT,12966.758056986577,C100097,127147.50302519878,114646.44664605857,C200097,195514.30588303212,208424.48631201035,0,0
498,PAYMENT,5585.192834799522,C100098,30971.699993374812,25107.063078456205,C200098,149991.1066541681,155832.46576236107,0,0
348,TRANSFER,4160.310271126452,C100099,86122.93651890235,81745.66734698195,C200099,54503.02933672211,58661.96328704067,0,0
624,CASH_OUT,12596.364917687952,C100100,143498.17402308455,130475.95392015619,C200100,81086.31636826655,93747.61702334552,0,0
95,TRANSFER,7477.117953059245,C100101,158539.617603394,151430.22702114403,C200101,12019.0813625344,20169.029386570495,0,0
195,TRANSFER,17035.739330961907,C100102,197822.9403479178,180706.70764156067,C200102,111312.71890239016,127674.35387895029,0,0
192,TRANSFER,7280.390048467949,C100103,4320.191025333053,-3185.581884292634,C200103,139367.0075851139,146972.25769547402,0,0
283,TRANSFER,3313.491600128798,C100104,163911.71808301882,161190.245512735,C200104,167151.64075975452,170670.97168392935,0,0
3,TRANSFER,13425.330882212122,C100105,39239.053730009175,25501.37410474847,C200105,175529.09921969578,189117.4880331071,0,0
319,PAYMENT,3984.7245058486205,C100106,176029.8480345987,172211.744117857,C200106,151690.17038911872,155409.86893639513,0,0
284,TRANSFER,1883.397836655599,C100107,157000.3157884671,154426.5470906737,C200107,174824.04589018784,177804.10050484864,0,0
435,DEBIT,22807.223446157983,M100108,177941.29353060044,155409.15069378458,C200108,12610.43473429957,35397.36941687562,0,0
428,CASH_OUT,1722.2379740473013,C100109,87469.19841283547,85508.36824720059,M200109,51783.39138365093,53890.376104816496,0,0
209,PAYMENT,8612.354287375903,C100110,25765.187953537505,17248.328936452257,C200110,146988.69922346278,155886.49284368995,0,0
318,TRANSFER,4040.309101799121,C100111,18049.175020741724,14106.757675315892,C200111,193569.58661332977,198429.8195276087,0,0
374,PAYMENT,2261.941203122309,C100112,71102.158616484,68542.18596162501,C200112,122679.66626568619,125213.62228123599,0,0
621,DEBIT,5703.551880807507,C100113,110090.97829743808,104755.52845221978,C200113,144099.9345144537,149307.17663154774,0,0
58,TRANSFER,2066.4258560284807,C100114,181739.37994552442,179751.63770987582,C200114,145147.18534959582,147166.2520132102,0,1
459,CASH_OUT,14912.686265714052,C100115,42946.25572671167,29304.099211179604,C200115,37928.80971700723,52543.17165201579,0,0
60,CASH_OUT,3017.3578901681044,C100116,31347.937138517624,28920.95887438425,C200116,35163.23403152186,38184.09788226534,0,0
198,DEBIT,22601.49201204009,C100117,145531.6681401407,123574.15783106966,C200117,62093.05290533556,85187.28301371673,0,0
330,CASH_OUT,4119.425629962872,C100118,109020.70572137057,104523.90507626315,C200118,199395.5188215398,203881.62002227423,0,0
603,CASH_OUT,5165.181877574312,C100119,130898.26886313931,125631.23581723255,C200119,134280.68811918295,139139.08419544323,0,0
251,CASH_OUT,779.9019901239507,C100120,199595.58717514435,198345.20862735575,M200120,51048.6455100589,52220.15985102397,0,0
372,CASH_OUT,8327.049171433842,C100121,113693.95982910582,105005.87767156452,C200121,28566.077921707576,37396.77394774299,0,0
431,CASH_OUT,3944.658735545812,C100122,152677.02849445087,149466.60037859218,C200122,161730.80353693027,165422.04195435977,0,0
564,DEBIT,3149.778004154807,C100123,70816.0658059862,68037.09712230567,C200123,178088.48091938204,181874.0726197171,0,0
295,CASH_OUT,810.5745992845721,C100124,82343.6965856279,81178.02730851994,C200124,172298.35565329893,172894.47619633723,0,0
421,TRANSFER,1812.8308662220177,M100125,136305.59023224877,134685.2717691993,C200125,126204.74880413437,128526.47092030331,0,0
624,CASH_OUT,17941.718238384772,C100126,82610.41977793901,64982.496747196,C200126,30617.59501534389,48915.60420097795,0,0
326,DEBIT,15198.66734715632,C100127,131326.3326200664,115561.60315146836,C200127,158352.72380723793,174333.7498402017,0,0
697,PAYMENT,22784.757300097663,C100128,172665.70362039068,149802.38149601375,C200128,59357.89412941708,81929.86560371477,0,0
295,TRANSFER,3554.8244596732193,C100129,166698.98715915327,163272.33622576468,C200129,82145.92277124462,86389.8161257111,0,0
322,PAYMENT,42648.284508054225,C100130,199898.44840169573,157041.16676534596,C200130,51439.169628838325,92945.0218678629,0,0
17,CASH_OUT,11201.958276671754,C100131,93756.87518221283,82447.45747920917,C200131,64863.37101825525,75464.64132438228,0,0
397,CASH_OUT,4431.240541430547,C100132,165378.5159305215,160616.68578005247,C200132,144488.72808527193,148404.9423524907,0,0
349,TRANSFER,3049.1642658320034,C100133,161754.98075539654,158846.24612311047,M200133,149966.33492775573,152928.88973783382,0,0
309,TRANSFER,3121.0335117783993,C100134,6622.473785399974,3366.0059377784346,C200134,75861.68940401133,79471.97884243773,0,0
464,CASH_IN,43612.17085764344,C100135,17611.89677044328,-25908.649794059842,C200135,2718.8590563882453,46463.16553124452,0,0
408,CASH_OUT,10493.701615140597,C100136,10639.254700713453,-559.1400344746098,C200136,76814.28194772068,87435.57725486008,0,0
703,TRANSFER,5936.77215223149,C100137,73128.0051083973,66464.80537373554,C200137,130974.9858434268,137392.42756198582,0,0
303,TRANSFER,6243.054786009666,C100138,180167.88459949387,174257.3589074435,C200138,140805.4037693953,147211.8803627577,0,0
324,TRANSFER,6489.489431461371,C100139,150303.50673481566,143489.959514933,C200139,50582.752976244235,57108.252084695516,0,0
604,PAYMENT,6483.662598048439,C100140,154639.32416226395,147581.19374858588,C200140,149607.54967920226,155842.65757063776,0,0
361,TRANSFER,6323.08413810514,C100141,22265.327255655553,16040.658174962207,C200141,144945.99941415488,151264.75195673498,0,0
186,PAYMENT,17266.2860906716,C100142,38553.26481896209,21376.63437791895,C200142,27613.055967330325,45015.260250549414,0,0
386,DEBIT,17811.75248848298,C100143,184155.5855325166,166226.50961333938,C200143,15272.208377551011,33708.96748036047,0,0
377,CASH_OUT,650.9148702448908,C100144,155608.33552700875,154920.90902549797,C200144,196125.5524250733,196535.3185215775,0,0
304,TRANSFER,3451.311057916481,C100145,132275.7214258524,128932.93705507177,C200145,97336.39290821202,101068.65493152133,0,0
395,PAYMENT,13305.290553144303,C100146,19384.578152929,6605.600023484916,M200146,104826.21395344345,117418.01315541248,0,0
431,CASH_OUT,2432.021038227241,C100147,67401.02346442241,64963.64701213535,C200147,44848.65613760354,47357.29441427466,0,0
722,TRANSFER,1263.5710107731743,C100148,133253.5681690312,132182.06491078922,C200148,17037.28695728415,19040.779409991777,0,0
53,TRANSFER,5467.005143255269,C100149,137245.37331875818,132517.52533865898,C200149,180374.60137938935,185120.08447915586,0,0
679,TRANSFER,3721.053827724822,C100150,43177.275266817225,39454.46730044648,C200150,171422.85765916112,174799.50622086372,0,0
363,CASH_OUT,11279.306070368948,C100151,42902.24758806524,31793.11387205045,C200151,23388.983003694942,34793.07883294074,0,0
282,CASH_OUT,15699.237174525086,C100152,183126.09049586864,167467.30442406976,C200152,167375.79939822387,183301.35274179027,0,0
454,DEBIT,3073.496167682967,M100153,38730.30621543956,36010.131900847584,C200153,94832.06814434424,98334.19325334697,0,0
86,CASH_OUT,1737.6388153974394,C100154,30880.764642363178,29293.780638300756,C200154,87923.06516872579,89796.38218767835,0,0
553,TRANSFER,4443.181071597768,C100155,138444.19644477163,134397.10457751085,C200155,143048.23183349072,147858.23787955233,0,0
71,TRANSFER,2673.824874738161,C100156,39436.60884425273,37008.84559978613,C200156,97576.53117011978,100039.507714093,0,0
320,CASH_OUT,15824.038542729757,C100157,2581.023884604994,-12960.643343795027,C200157,37481.834939688284,53204.7864255302,0,1
150,CASH_OUT,904.2944978502192,C100158,159838.80791170214,158953.23144016025,C200158,46534.2547478238,47648.71141415932,0,0
225,CASH_OUT,7884.252754066727,M100159,50145.68230391967,42779.44687492927,C200159,58055.1654756273,65671.78210191171,0,0
350,PAYMENT,144.0149859787108,C100160,133860.3928760868,133719.28343850301,C200160,196991.88107870423,197716.5400744816,0,0
5,TRANSFER,11643.634856328219,C100161,61720.50987311273,49748.86803075218,C200161,157258.6832228553,168463.4777847723,0,0
661,CASH_OUT,3140.995170455165,C100162,96402.42746682363,93798.24056199715,C200162,28598.55787923653,31394.441288066344,0,0
563,CASH_OUT,2592.047232087346,C100163,133125.14570246168,131058.52333451972,C200163,120955.85160798531,123224.40349291786,0,0
713,TRANSFER,7112.3942145162555,C100164,63217.22735240145,55517.10339066434,C200164,65100.16660389195,72886.26332960778,0,0
58,CASH_IN,2127.326881164038,C100165,169478.6318349548,166794.07240704348,C200165,26234.183753579153,28437.55620538956,0,0
131,CASH_OUT,890.1573156992068,C100166,80062.0810981703,79154.12278092963,C200166,98834.9120155093,99716.78126819688,0,0
365,TRANSFER,9842.71446811657,C100167,120443.25812516674,110545.00344771567,C200167,127911.64319767967,137363.3703905413,0,0
636,TRANSFER,952.8065031732834,C100168,190726.09505764802,190679.7778352854,C200168,61412.18104097366,61632.088205227075,0,1
227,TRANSFER,3022.167411179857,C100169,185559.51974700994,182419.6261664462,C200169,18362.54778010531,21256.363418663328,0,1
223,CASH_OUT,20861.316913998267,C100170,30709.87464638095,9759.130104760754,C200170,119940.34260652437,140411.8398529018,0,0
625,CASH_IN,13086.644127585829,C100171,103019.61026395015,89907.822318664,M200171,24917.848108041697,38134.405384817364,0,0
2,DEBIT,4716.067991782866,C100172,119482.32609247928,115381.26586813234,C200172,5273.869586029734,9982.92497011697,0,0
707,TRANSFER,29769.835198836965,C100173,103678.30860405334,75003.80018795935,C200173,44100.58997544584,74034.83585278798,0,0
142,PAYMENT,16411.783564253034,C100174,31281.989716077274,14529.063487868212,C200174,101910.86533601243,118401.39761777586,0,0
237,CASH_OUT,25031.60850858772,C100175,105572.56026579136,80732.1766810657,C200175,151651.61296111284,176978.30355098902,0,0
241,CASH_IN,16193.081992021358,C100176,71957.52678490148,56156.25871695286,C200176,14038.4685163776,30198.794938208994,0,0
668,TRANSFER,11986.437103870861,C100177,135008.58563296057,122575.04572007725,C200177,80052.95476643322,92068.07761539258,0,0
611,TRANSFER,594.0718579977146,C100178,122300.43015166462,120788.30166182271,C200178,154052.6615224994,155030.3786632923,0,0
251,TRANSFER,2250.9058529931317,C100179,178372.91468308945,176100.47004795683,C200179,166987.92039902485,169340.2280311766,0,0
254,CASH_OUT,12870.170867517643,C100180,145765.41343588204,132837.23170730006,M200180,46683.639446712696,59160.73485017142,0,0
604,TRANSFER,5592.626931615079,C100181,98482.59953522403,92902.38122470718,C200181,158851.23450010223,164812.47531579642,0,0
211,CASH_IN,4857.71096330424,C100182,150381.36287673636,145243.70856848065,C200182,118139.85617068679,122686.29077964384,0,0
594,TRANSFER,6817.971019465337,C100183,136252.57088864612,129353.63928755854,C200183,104246.16329132963,111476.26642324742,0,0
607,TRANSFER,4481.462006349898,C100184,3447.7779987450494,-1876.7459727922708,C200184,180806.83626846815,185410.63359781468,0,0
487,TRANSFER,13265.608066335146,C100185,194361.31905653843,180770.26872354368,C200185,134654.2360405967,149274.17162376232,0,0
553,PAYMENT,1130.373138737026,C100186,50267.154221320154,49299.023588367854,C200186,89706.7384858646,90348.46431490438,0,0
170,CASH_OUT,1776.568298543731,C100187,165979.26422890532,164106.34137529842,C200187,168614.9860276333,170237.54524193465,0,0
418,TRANSFER,8667.149175324546,C100188,137593.84133642167,129768.87206242546,C200188,38775.83560786384,48062.9160374229,0,0
103,TRANSFER,2461.653376890177,C100189,178818.4482170131,175818.59304830284,C200189,62544.68234430277,65383.83980288328,0,0
43,TRANSFER,7003.29207670855,C100190,66976.24061517826,59298.02785592913,C200190,54571.11547218943,61836.64288693951,0,0
316,TRANSFER,2892.1130664228476,C100191,158835.66325120302,156118.65600493964,C200191,109993.87284017599,112898.3109379154,0,0
219,TRANSFER,1354.823498935196,M100192,86409.03232321504,85913.12300525054,C200192,162581.1291784755,163526.9345340722,0,0
113,CASH_OUT,8452.980390381877,C100193,138850.00223096664,130487.76553670438,C200193,38654.49406241526,47464.76179377683,0,0
391,CASH_OUT,1809.7426568940148,C100194,96115.84044884086,94679.16662704246,C200194,61237.728012261636,63894.21625954797,0,0
649,PAYMENT,5062.167316714827,C100195,9146.09300178797,3697.6718878451356,C200195,15494.511152132472,20550.358322866585,0,0
185,TRANSFER,1228.875361917298,C100196,88133.88150691596,87337.10357657906,C200196,58920.31472953268,59831.34242554902,0,0
134,TRANSFER,17115.043534621964,C100197,165854.10700833815,149025.68812824457,C200197,182164.6024963591,200434.71809804914,0,0
646,TRANSFER,11169.876068558893,C100198,39672.40718666205,27575.14058912466,C200198,24870.04513771287,36157.351917122,0,0
23,CASH_OUT,4975.705025852863,C100199,34186.04281022654,29421.10650979227,C200199,17480.271898181043,22434.086677741274,0,0
437,TRANSFER,4717.0053022162,C100200,111176.76825775357,107406.75446178846,C200200,4944.577515823845,9156.359935382443,0,0
416,TRANSFER,16291.341812512488,C100201,110425.10608794469,93853.18693162416,M200201,89744.86604116092,106939.44672768975,0,0
348,TRANSFER,3536.926786957117,C100202,75743.16945317612,72828.03321998878,C200202,57157.55005020848,61031.102554612444,0,0
319,TRANSFER,4187.218783429178,C100203,68742.23027234088,64996.13633048553,C200203,29026.52319561321,32689.99466091349,0,0
21,PAYMENT,2617.131633023968,C100204,92100.58549694717,89374.95729491586,C200204,81170.97796897708,84232.71679762166,0,0
638,CASH_OUT,4038.444265212882,C100205,84668.09250525966,80935.95810737697,C200205,155450.43589678375,159167.53790341274,0,0
51,PAYMENT,4769.353507558981,C100206,129806.29004025455,125201.56643710945,C200206,105662.51902430064,110306.63643545755,0,0
120,CASH_OUT,7750.105518144284,C100207,120647.53284897516,113047.98258195205,C200207,592.5573423642971,7749.59904176351,0,0
655,PAYMENT,23542.990545143304,C100208,182482.8734078348,159175.98493166573,C200208,55507.435371217296,79822.43287389225,0,0
268,CASH_OUT,9005.907046132348,C100209,9737.316722589994,-619.3862736336259,C200209,24120.56710325401,33888.03347294105,0,0
342,CASH_OUT,2247.936445714179,C100210,12644.151937727944,9774.890992131646,M200210,149486.9354146585,152386.69563269537,0,0
476,TRANSFER,2372.3713767494264,C100211,119488.07067708968,116595.99033426058,C200211,9240.71755410818,11849.49705453938,0,0
419,TRANSFER,11009.080010865377,M100212,123325.8435323059,112424.26245556057,M200212,32831.20718247763,43353.64473031961,0,0
692,DEBIT,4283.541303019086,C100213,176340.65402638217,171730.4937434504,M200213,36850.31765440039,40748.797889308866,0,0
697,PAYMENT,7049.317423228017,C100214,78947.14980306129,71554.43800855942,C200214,97120.61810797168,104487.57424725076,0,0
195,CASH_OUT,1958.875227876765,C100215,165829.66634645103,163547.1240326404,C200215,66219.81020223044,67858.35775180384,0,0
568,TRANSFER,11896.054012222234,C100216,124473.12627134411,112390.84067304469,C200216,143582.18689130677,155566.21711656518,0,0
512,PAYMENT,5051.954451494682,C100217,43222.86097089354,37600.64209706873,C200217,105308.1625568407,110831.52556896865,0,0
185,PAYMENT,1776.5600388082485,C100218,115825.2513823368,113749.48841088155,C200218,145455.5927801226,147410.43173030284,0,0
111,TRANSFER,9280.070544914166,C100219,138545.9396497377,128739.80613918175,C200219,45472.910481186045,55128.75726653967,0,0
606,CASH_OUT,13133.381265083613,C100220,127380.7747022196,114649.70870735911,C200220,44518.874306756385,58181.91302821235,0,0
550,CASH_OUT,1180.0009030604824,C100221,192757.42389761494,190743.5626178694,C200221,76878.82642309972,77829.39785308603,0,0
279,PAYMENT,523.8639954532401,C100222,174572.15141402435,174150.38977296263,C200222,74328.65770007606,74910.83841508519,0,0
218,CASH_OUT,6106.089772114561,C100223,54297.37720410359,48271.70064627196,C200223,157974.75672067347,164273.1257435127,0,0
513,TRANSFER,754.7885399243291,C100224,94007.06922919773,93798.20101450622,C200224,77613.87407973343,78843.56943214704,0,0
